"plot","transect","microsite","canopy","point","species","length","width","height","number"
"RkyMtn5-999",1,"canopy",0.5,10,"FEID",2,1,10,1
"RkyMtn5-999",1,"canopy",0,10,"ANMI3",3,2,7,1
"RkyMtn5-999",1,"interspace",0,10,"PSSP6",1,1,16,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",1,1,9,1
"RkyMtn5-999",1,"interspace",1,10,"ANMI3",4,2,2,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",2,1,12,1
"RkyMtn5-999",1,"interspace",1,10,"PSSP6",3,2,18,1
"RkyMtn5-999",1,"interspace",1,10,"FEID",6,3,15,1
"RkyMtn5-999",1,"interspace",1,10,"ANMI3",15,13,3,1
"RkyMtn5-999",1,"interspace",0,10,"ANMI3",5,2,2,1
"RkyMtn5-999",1,"interspace",1,10,"ASMI9",3,3,7,1
"RkyMtn5-999",1,"interspace",0,10,"POSE",2,1,5,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",4,3,10,1
"RkyMtn5-999",1,"interspace",1,10,"ANMI3",11,9,2,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",1,1,6,1
"RkyMtn5-999",1,"interspace",1,10,"FEID",3,2,8,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",1,1,9,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",1,1,9,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",1,1,9,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",1,1,9,1
"RkyMtn5-999",1,"interspace",1,10,"POCU3",1,1,6,1
"RkyMtn5-999",1,"canopy",0,15,"PSSP6",1,1,21,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",3,2,8,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",3,3,8,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",1,1,3,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",3,2,11,1
"RkyMtn5-999",1,"canopy",1,15,"FEID",1,1,5,1
"RkyMtn5-999",1,"canopy",1,15,"FEID",1,1,3,1
"RkyMtn5-999",1,"canopy",1,15,"FEID",1,1,4,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",1,1,10,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",2,1,9,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",1,1,3,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",1,1,3,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",1,1,3,1
"RkyMtn5-999",1,"canopy",0,15,"FEID",1,1,3,1
"RkyMtn5-999",1,"canopy",1,15,"FEID",1,1,5,1
"RkyMtn5-999",1,"canopy",1,15,"FEID",1,1,5,1
"RkyMtn5-999",1,"canopy",1,15,"FEID",1,1,5,1
"RkyMtn5-999",1,"canopy",1,15,"FEID",1,1,5,1
"RkyMtn5-999",1,"interspace",0,15,"FEID",2,2,7,1
"RkyMtn5-999",1,"interspace",0,15,"POSE",4,3,4,1
"RkyMtn5-999",1,"interspace",0,15,"POSE",1,1,5,1
"RkyMtn5-999",1,"interspace",0,15,"FEID",1,1,2,1
"RkyMtn5-999",1,"interspace",0,15,"FEID",2,2,6,1
"RkyMtn5-999",1,"interspace",0,15,"CORA5",NA,NA,8,1
"RkyMtn5-999",1,"interspace",0,15,"POCU3",3,3,4,1
"RkyMtn5-999",1,"interspace",0,15,"ANMI3",4,2,5,1
"RkyMtn5-999",1,"interspace",0,15,"FEID",1,1,6,1
"RkyMtn5-999",1,"interspace",0,15,"ANMI3",2,2,2,1
"RkyMtn5-999",1,"interspace",0,15,"POCU3",2,2,5,1
"RkyMtn5-999",1,"interspace",0,15,"POSE",1,1,5,1
"RkyMtn5-999",1,"interspace",0,15,"POSE",1,1,5,1
"RkyMtn5-999",1,"canopy",0,20,"FEID",4,3,11,1
"RkyMtn5-999",1,"canopy",1,20,"FEID",2,2,10,1
"RkyMtn5-999",1,"canopy",1,20,"FEID",4,4,12,1
"RkyMtn5-999",1,"canopy",1,20,"ASMI9",16,7,9,1
"RkyMtn5-999",1,"canopy",1,20,"ASMI9",4,3,12,1
"RkyMtn5-999",1,"canopy",0,20,"FEID",2,1,15,1
"RkyMtn5-999",1,"canopy",1,20,"FEID",4,4,15,1
"RkyMtn5-999",1,"interspace",0,20,"FEID",2,2,6,1
"RkyMtn5-999",1,"interspace",0,20,"POSE",2,2,8,1
"RkyMtn5-999",1,"interspace",0,20,"FEID",2,1,13,1
"RkyMtn5-999",1,"interspace",0,20,"FEID",3,3,12,1
"RkyMtn5-999",1,"interspace",0,20,"FEID",3,3,9,1
"RkyMtn5-999",1,"interspace",0,20,"PSSP6",2,1,23,1
"RkyMtn5-999",1,"interspace",0,20,"FEID",1,1,9,1
"RkyMtn5-999",1,"interspace",0,20,"FEID",2,2,7,1
"RkyMtn5-999",1,"interspace",0,20,"FEID",2,2,16,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,6,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",2,1,10,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,6,1
"RkyMtn5-999",1,"canopy",1,25,"PSSP6",1,1,30,1
"RkyMtn5-999",1,"canopy",1,25,"PSSP6",1,1,16,1
"RkyMtn5-999",1,"canopy",1,25,"ANMI3",15,7,2,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,13,1
"RkyMtn5-999",1,"canopy",1,25,"ASMI9",6,3,12,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",3,2,9,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",4,3,10,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,12,1
"RkyMtn5-999",1,"canopy",1,25,"ASMI9",3,2,7,1
"RkyMtn5-999",1,"canopy",1,25,"ASMI9",8,5,12,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,10,1
"RkyMtn5-999",1,"canopy",1,25,"POCU3",1,1,5,1
"RkyMtn5-999",1,"canopy",1,25,"POSE",1,1,5,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,9,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",2,2,10,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,13,1
"RkyMtn5-999",1,"canopy",1,25,"ASMI9",6,4,11,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,13,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",3,2,9,1
"RkyMtn5-999",1,"canopy",1,25,"FEID",1,1,10,1
"RkyMtn5-999",1,"canopy",1,25,"POCU3",1,1,5,1
"RkyMtn5-999",1,"canopy",1,25,"POCU3",1,1,5,1
"RkyMtn5-999",1,"canopy",1,25,"POCU3",1,1,5,1
"RkyMtn5-999",1,"canopy",1,25,"POCU3",1,1,5,1
"RkyMtn5-999",1,"interspace",0,25,"FEID",1,1,5,1
"RkyMtn5-999",1,"interspace",0,25,"FEID",1,1,3,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,8,1
"RkyMtn5-999",1,"interspace",0,25,"FEID",1,1,6,1
"RkyMtn5-999",1,"interspace",0,25,"ELLA3",NA,NA,15,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,5,1
"RkyMtn5-999",1,"interspace",0,25,"CADU6",NA,NA,9,1
"RkyMtn5-999",1,"interspace",0,25,"CADU6",NA,NA,5,1
"RkyMtn5-999",1,"interspace",0,25,"FEID",4,3,10,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",4,1,5,1
"RkyMtn5-999",1,"interspace",0,25,"CADU6",NA,NA,8,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,7,1
"RkyMtn5-999",1,"interspace",0,25,"PSSP6",1,1,15,1
"RkyMtn5-999",1,"interspace",0,25,"FEID",1,1,5,1
"RkyMtn5-999",1,"interspace",0,25,"ELLA3",NA,NA,15,1
"RkyMtn5-999",1,"interspace",0,25,"ELLA3",NA,NA,15,1
"RkyMtn5-999",1,"interspace",0,25,"ELLA3",NA,NA,15,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,5,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",1,"interspace",0,25,"POCU3",1,1,4,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",1,1,12,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",2,2,14,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",2,1,15,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",2,2,15,1
"RkyMtn5-999",2,"canopy",1,5,"PSSP6",1,1,16,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",1,1,15,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",4,3,15,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",1,1,8,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",1,1,4,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",3,1,7,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",1,1,10,1
"RkyMtn5-999",2,"canopy",1,5,"ASMI9",14,7,17,1
"RkyMtn5-999",2,"canopy",1,5,"FEID",5,3,20,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",4,3,16,1
"RkyMtn5-999",2,"interspace",0,5,"POSE",1,1,2,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",3,1,6,1
"RkyMtn5-999",2,"interspace",0,5,"POCU3",1,1,8,1
"RkyMtn5-999",2,"interspace",0.5,5,"PSSP6",1,1,21,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",1,1,4,1
"RkyMtn5-999",2,"interspace",0,5,"PSSP6",1,1,11,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",1,1,4,1
"RkyMtn5-999",2,"interspace",0,5,"POCU3",1,1,12,1
"RkyMtn5-999",2,"interspace",0,5,"PSSP6",1,1,18,1
"RkyMtn5-999",2,"interspace",0.5,5,"ASMI9",17,10,11,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",1,1,8,1
"RkyMtn5-999",2,"interspace",0,5,"POCU3",1,1,8,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",1,1,4,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",3,2,12,1
"RkyMtn5-999",2,"interspace",0,5,"POSE",1,1,2,1
"RkyMtn5-999",2,"interspace",0,5,"POSE",1,1,2,1
"RkyMtn5-999",2,"interspace",0,5,"FEID",1,1,4,1
"RkyMtn5-999",2,"canopy",0,10,"FEID",1,1,7,1
"RkyMtn5-999",2,"canopy",1,10,"ERCO4",5,3,4,1
"RkyMtn5-999",2,"canopy",1,10,"ASMI9",24,14,14,1
"RkyMtn5-999",2,"canopy",0,10,"FEID",3,2,12,1
"RkyMtn5-999",2,"canopy",1,10,"ERCO4",1,2,3,1
"RkyMtn5-999",2,"canopy",1,10,"POCU3",1,1,6,1
"RkyMtn5-999",2,"canopy",1,10,"POCU3",1,1,7,1
"RkyMtn5-999",2,"canopy",1,10,"ANMI3",4,2,2,1
"RkyMtn5-999",2,"canopy",0,10,"FEID",2,2,11,1
"RkyMtn5-999",2,"canopy",1,10,"ERCO4",3,2,3,1
"RkyMtn5-999",2,"canopy",1,10,"ANMI3",7,5,2,1
"RkyMtn5-999",2,"canopy",1,10,"PSSP6",5,4,22,1
"RkyMtn5-999",2,"canopy",1,10,"FEID",1,1,3,1
"RkyMtn5-999",2,"canopy",1,10,"FEID",1,1,4,1
"RkyMtn5-999",2,"canopy",1,10,"ASMI9",1,1,3,1
"RkyMtn5-999",2,"canopy",0,10,"FEID",2,2,11,1
"RkyMtn5-999",2,"canopy",1,10,"FEID",4,4,13,1
"RkyMtn5-999",2,"canopy",1,10,"POCU3",3,1,6,1
"RkyMtn5-999",2,"canopy",1,10,"POCU3",1,1,6,1
"RkyMtn5-999",2,"interspace",0,10,"FEID",4,3,11,1
"RkyMtn5-999",2,"interspace",0,10,"FEID",1,1,3,1
"RkyMtn5-999",2,"interspace",0,10,"PHLO2",11,6,12,1
"RkyMtn5-999",2,"interspace",0,10,"ERCO4",4,4,5,1
"RkyMtn5-999",2,"interspace",0,10,"FEID",1,1,15,1
"RkyMtn5-999",2,"interspace",0,10,"PHLO2",6,3,11,1
"RkyMtn5-999",2,"interspace",0,10,"ANMI3",2,1,2,1
"RkyMtn5-999",2,"interspace",0,10,"POSE",2,2,3,1
"RkyMtn5-999",2,"interspace",0,10,"PHLO2",9,4,4,1
"RkyMtn5-999",2,"interspace",0,10,"ANMI3",4,3,3,1
"RkyMtn5-999",2,"interspace",0,10,"FEID",3,3,11,1
"RkyMtn5-999",2,"interspace",0,10,"POSE",1,1,2,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",3,3,16,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",3,3,12,1
"RkyMtn5-999",2,"canopy",0,15,"CADU6",NA,NA,10,1
"RkyMtn5-999",2,"canopy",1,15,"PSSP6",1,1,25,1
"RkyMtn5-999",2,"canopy",0,15,"PSSP6",1,1,30,1
"RkyMtn5-999",2,"canopy",1,15,"CORA5",NA,NA,4,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",5,3,15,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",2,1,13,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",1,1,7,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",2,2,16,1
"RkyMtn5-999",2,"canopy",0,15,"FEID",2,1,14,1
"RkyMtn5-999",2,"canopy",0.5,15,"ANMI3",3,2,2,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",3,2,13,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",1,1,12,1
"RkyMtn5-999",2,"canopy",0,15,"CADU6",NA,NA,17,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",4,4,12,1
"RkyMtn5-999",2,"canopy",1,15,"FEID",1,1,15,1
"RkyMtn5-999",2,"canopy",1,15,"PHHO",4,1,4,1
"RkyMtn5-999",2,"interspace",0,15,"PHLO2",3,2,4,1
"RkyMtn5-999",2,"interspace",1,15,"PHLO2",3,2,9,1
"RkyMtn5-999",2,"interspace",1,15,"PHLO2",7,5,5,1
"RkyMtn5-999",2,"interspace",0,15,"PHLO2",7,4,7,1
"RkyMtn5-999",2,"interspace",0,15,"PHLO2",3,2,7,1
"RkyMtn5-999",2,"canopy",0,20,"FEID",1,1,6,1
"RkyMtn5-999",2,"canopy",0,20,"POSE",2,2,4,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",3,2,4,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",3,2,2,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",2,1,2,1
"RkyMtn5-999",2,"canopy",0,20,"ERCO4",3,2,3,1
"RkyMtn5-999",2,"canopy",0,20,"ASMI9",15,8,8,1
"RkyMtn5-999",2,"canopy",0,20,"ASMI9",3,3,5,1
"RkyMtn5-999",2,"canopy",0,20,"POSE",2,2,4,1
"RkyMtn5-999",2,"canopy",0,20,"FEID",3,2,8,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",3,2,2,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",1,1,10,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",1,1,10,1
"RkyMtn5-999",2,"canopy",1,20,"POCU3",5,4,9,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",1,1,10,1
"RkyMtn5-999",2,"canopy",0,20,"POCU3",1,1,10,1
"RkyMtn5-999",2,"interspace",0,20,"PHLO2",4,3,6,1
"RkyMtn5-999",2,"interspace",0,20,"PSSP6",1,1,15,1
"RkyMtn5-999",2,"interspace",0,20,"PSSP6",1,1,17,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,7,1
"RkyMtn5-999",2,"interspace",0,20,"PSSP6",1,1,12,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",2,1,4,1
"RkyMtn5-999",2,"interspace",0,20,"ERCO4",2,2,3,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",3,1,6,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,4,1
"RkyMtn5-999",2,"interspace",0,20,"PSSP6",1,1,9,1
"RkyMtn5-999",2,"interspace",0,20,"PSSP6",3,2,19,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,10,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,7,1
"RkyMtn5-999",2,"interspace",0,20,"PHLO2",4,4,12,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",3,3,15,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",4,4,6,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,5,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,6,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",4,3,13,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,7,1
"RkyMtn5-999",2,"interspace",0,20,"FEID",1,1,5,1
"RkyMtn5-999",2,"canopy",1,25,"FEID",3,2,5,1
"RkyMtn5-999",2,"canopy",0.5,25,"FEID",3,2,9,1
"RkyMtn5-999",2,"canopy",0,25,"FEID",1,1,7,1
"RkyMtn5-999",2,"canopy",0,25,"ELLA3",NA,NA,15,1
"RkyMtn5-999",2,"canopy",1,25,"FEID",1,1,3,1
"RkyMtn5-999",2,"canopy",0.5,25,"FEID",1,1,5,1
"RkyMtn5-999",2,"canopy",1,25,"FEID",2,1,7,1
"RkyMtn5-999",2,"canopy",0,25,"FEID",1,1,6,1
"RkyMtn5-999",2,"canopy",1,25,"FEID",3,2,7,1
"RkyMtn5-999",2,"canopy",1,25,"POSE",1,1,4,1
"RkyMtn5-999",2,"canopy",0.5,25,"FEID",1,1,5,1
"RkyMtn5-999",2,"canopy",0.5,25,"FEID",1,1,5,1
"RkyMtn5-999",2,"canopy",0,25,"FEID",1,1,6,1
"RkyMtn5-999",2,"canopy",1,25,"POSE",1,1,4,1
"RkyMtn5-999",2,"interspace",0,25,"ELLA3",NA,NA,22,1
"RkyMtn5-999",2,"interspace",0,25,"POCU3",4,4,5,1
"RkyMtn5-999",2,"interspace",0,25,"FEID",7,4,15,1
"RkyMtn5-999",2,"interspace",0,25,"ANMI3",5,3,1,1
"RkyMtn5-999",2,"interspace",0,25,"ELLA3",NA,NA,18,1
"RkyMtn5-999",3,"canopy",1,5,"ELLA3",NA,NA,17,1
"RkyMtn5-999",3,"canopy",1,5,"FEID",2,1,7,1
"RkyMtn5-999",3,"canopy",1,5,"FEID",1,1,10,1
"RkyMtn5-999",3,"canopy",0.5,5,"CORA5",NA,NA,14,1
"RkyMtn5-999",3,"canopy",1,5,"FEID",1,1,5,1
"RkyMtn5-999",3,"canopy",1,5,"FEID",1,1,5,1
"RkyMtn5-999",3,"canopy",1,5,"PHLO2",5,3,7,1
"RkyMtn5-999",3,"canopy",0,5,"FEID",1,1,8,1
"RkyMtn5-999",3,"canopy",1,5,"ELLA3",NA,NA,23,1
"RkyMtn5-999",3,"canopy",1,5,"ASMI9",16,15,20,1
"RkyMtn5-999",3,"canopy",1,5,"FEID",1,1,8,1
"RkyMtn5-999",3,"canopy",1,5,"FEID",2,1,10,1
"RkyMtn5-999",3,"canopy",0,5,"ASMI9",20,14,13,1
"RkyMtn5-999",3,"canopy",1,5,"FEID",1,1,5,1
"RkyMtn5-999",3,"interspace",0,5,"PSSP6",1,1,15,1
"RkyMtn5-999",3,"interspace",0,5,"PSSP6",1,1,10,1
"RkyMtn5-999",3,"interspace",0,5,"PSSP6",1,1,20,1
"RkyMtn5-999",3,"interspace",0,5,"ERCO4",6,6,3,1
"RkyMtn5-999",3,"interspace",0,5,"ASMI9",22,15,11,1
"RkyMtn5-999",3,"interspace",0,5,"PSSP6",1,1,8,1
"RkyMtn5-999",3,"interspace",0,5,"POSE",1,1,2,1
"RkyMtn5-999",3,"interspace",0,5,"POCU3",1,1,3,1
"RkyMtn5-999",3,"interspace",0,5,"PSSP6",1,1,6,1
"RkyMtn5-999",3,"interspace",0,5,"CORA5",NA,NA,13,1
"RkyMtn5-999",3,"interspace",0,5,"POCU3",2,1,6,1
"RkyMtn5-999",3,"interspace",0,5,"ASMI9",5,3,4,1
"RkyMtn5-999",3,"interspace",0,5,"POSE",3,2,3,1
"RkyMtn5-999",3,"interspace",0,5,"PSSP6",5,2,13,1
"RkyMtn5-999",3,"interspace",0,5,"POSE",1,1,4,1
"RkyMtn5-999",3,"interspace",0,5,"POSE",1,1,2,1
"RkyMtn5-999",3,"interspace",0,5,"POCU3",1,1,3,1
"RkyMtn5-999",3,"canopy",1,10,"PHLO2",9,7,16,1
"RkyMtn5-999",3,"canopy",1,10,"PHLO2",3,3,9,1
"RkyMtn5-999",3,"canopy",1,10,"ASMI9",22,6,18,1
"RkyMtn5-999",3,"canopy",1,10,"PHLO2",7,5,9,1
"RkyMtn5-999",3,"canopy",1,10,"POCU3",1,1,10,1
"RkyMtn5-999",3,"canopy",1,10,"ASMI9",28,23,28,1
"RkyMtn5-999",3,"canopy",1,10,"ELLA3",NA,NA,17,1
"RkyMtn5-999",3,"canopy",1,10,"ASMI9",7,3,11,1
"RkyMtn5-999",3,"canopy",1,10,"FEID",1,1,11,1
"RkyMtn5-999",3,"canopy",0,10,"FEID",3,2,10,1
"RkyMtn5-999",3,"canopy",1,10,"ELLA3",NA,NA,13,1
"RkyMtn5-999",3,"canopy",1,10,"ASMI9",24,21,15,1
"RkyMtn5-999",3,"canopy",1,10,"POCU3",2,1,4,1
"RkyMtn5-999",3,"canopy",1,10,"FEID",2,2,7,1
"RkyMtn5-999",3,"canopy",1,10,"POCU3",1,1,10,1
"RkyMtn5-999",3,"canopy",1,10,"FEID",1,1,11,1
"RkyMtn5-999",3,"interspace",1,10,"ANMI3",3,2,1,1
"RkyMtn5-999",3,"interspace",1,10,"PSSP6",5,3,30,1
"RkyMtn5-999",3,"interspace",0,10,"PHLO2",4,3,5,1
"RkyMtn5-999",3,"interspace",0,10,"FEID",3,2,9,1
"RkyMtn5-999",3,"interspace",0,10,"FEID",2,1,12,1
"RkyMtn5-999",3,"interspace",1,10,"PHLO2",6,3,6,1
"RkyMtn5-999",3,"interspace",0,10,"PSSP6",1,1,17,1
"RkyMtn5-999",3,"interspace",1,10,"ANMI3",1,1,1,1
"RkyMtn5-999",3,"interspace",0,10,"POSE",1,1,2,1
"RkyMtn5-999",3,"interspace",1,10,"ANMI3",6,4,4,1
"RkyMtn5-999",3,"interspace",0,10,"ERCO4",1,1,1,1
"RkyMtn5-999",3,"interspace",0,10,"PHLO2",6,4,6,1
"RkyMtn5-999",3,"interspace",1,10,"PHLO2",3,3,9,1
"RkyMtn5-999",3,"interspace",0,10,"POSE",1,1,2,1
"RkyMtn5-999",3,"canopy",1,15,"LIPU11",11,4,14,1
"RkyMtn5-999",3,"canopy",1,15,"PHHO",7,3,2,1
"RkyMtn5-999",3,"canopy",1,15,"FEID",1,1,10,1
"RkyMtn5-999",3,"canopy",1,15,"FEID",1,1,11,1
"RkyMtn5-999",3,"canopy",1,15,"PSSP6",2,1,26,1
"RkyMtn5-999",3,"canopy",1,15,"FEID",2,2,10,1
"RkyMtn5-999",3,"canopy",1,15,"FEID",1,1,6,1
"RkyMtn5-999",3,"canopy",1,15,"ANMI3",8,6,10,1
"RkyMtn5-999",3,"canopy",1,15,"FEID",1,1,6,1
"RkyMtn5-999",3,"canopy",1,15,"FEID",1,1,11,1
"RkyMtn5-999",3,"interspace",0,15,"PSSP6",3,2,16,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",4,4,8,1
"RkyMtn5-999",3,"interspace",0,15,"ARLE",NA,NA,9,1
"RkyMtn5-999",3,"interspace",0,15,"PSSP6",1,1,15,1
"RkyMtn5-999",3,"interspace",0,15,"PSSP6",1,1,17,1
"RkyMtn5-999",3,"interspace",0,15,"POCU3",4,3,5,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",1,1,7,1
"RkyMtn5-999",3,"interspace",0,15,"SELA",1,1,1,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",1,1,8,1
"RkyMtn5-999",3,"interspace",0,15,"ANMI3",6,5,6,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"POSE",3,3,4,1
"RkyMtn5-999",3,"interspace",0,15,"PSSP6",1,1,8,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",1,1,6,1
"RkyMtn5-999",3,"interspace",0,15,"PSSP6",1,1,18,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",5,4,7,1
"RkyMtn5-999",3,"interspace",0,15,"POSE",3,2,3,1
"RkyMtn5-999",3,"interspace",0,15,"PSSP6",1,1,11,1
"RkyMtn5-999",3,"interspace",0,15,"POCU3",4,2,4,1
"RkyMtn5-999",3,"interspace",0,15,"ANMI3",5,3,1,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",2,2,7,1
"RkyMtn5-999",3,"interspace",0,15,"PSSP6",1,1,17,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
"RkyMtn5-999",3,"interspace",0,15,"FEID",3,3,7,1
